1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
234,Di Santo Holdings Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
235,2118699 Ontario Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
236,Omer Investments Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Other,general,0,0,0
237,South Guelph Holdings Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
238,The Toronto-Dominiobn Bank,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
239,2156598 Ontario Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
240,Robbins Farms Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
241,Purepharm Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Other,general,0,0,0
242,Broccolini HLS GP Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Other,general,0,0,0
243,GR (Can) Investment Co Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
244,HRFD Holding Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Other,general,0,0,0
245,Carson Trail Estates Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Other,general,0,0,0
246,Ridorwin Holdings Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
247,Finanz Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),Other,general,0,0,0
248,Sparkle Management Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01'),Other,general,0,0,0
249,Van Der Avoird Group Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01'),Other,general,0,0,0
250,Regal Team Financial Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
251,TSX Trust Company,tmx.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
252,Home Trust Company,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
253,SKM Holdings Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
254,ATS Holdings Cor,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
255,Shellian Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Other,general,0,0,0
256,Kindred Credit Union Ltd,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
257,Ukrainian Credit Union Ltd,ukrainiancu.com,,2023-12-02 13:34:33,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
258,County of Oxford,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Other,general,0,0,0
259,The Toronto-Dominion Bak,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Other,general,0,0,0
260,622148 Ontario Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
261,109 Investments Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
262,Libro Credit Union Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
263,Olympia Trust Co and 11 other,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
264,Jo-Zen Investments Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
265,2603775 Ontario Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Other,general,0,0,0
266,Max Capital Cor,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
267,Tomlinson Development Cor,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Development Company,general,0,0,0
268,La Rosa Building Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Other,general,0,0,0
269,Sigma One Capital Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
270,1602532 Ontario Ltd,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
271,2586421 Ontario Ltd,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
272,2455340 Ontario Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Other,general,0,0,0
273,Great West Lumber Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01'),Other,general,0,0,0
274,PB Financial Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
275,Mad Queen Investments Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
276,951894 Ontario Ltd,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
277,Corwin Mortgage Holding Cor,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,residential,0,0,0
278,Morrison Financial Mortgage Cor,morrisonfinancial.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Credit Union,residential,0,0,0
279,Peace Hills Trust Co,peacehills.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
280,2849168 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
281,Innovative Industries Cor,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,hospitality,0,0,0
282,Motor City Community Credit Union Ltd,mcccu.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
283,Silver Leaf Rock Developments Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Development Company,general,0,0,0
284,1595179 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
285,Trinity Wood Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
286,Firm Capital Mortgage Fund Inc,firmcapital.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
287,1000424984 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
288,1720188 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01'),Other,general,0,0,0
289,WIGI Restructured Bond Cor,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,general,0,0,0
290,Champs Fec Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
291,2812867 Ontario Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,general,0,0,0
292,836055 Ontario Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
293,Maplebrae Farm Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,agricultural,0,0,0
294,PMP 2011 GP Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
295,The Canada Life Insurance Company of Canada,canadalife.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Insurance Company,general,0,0,0
296,876166 Ontario Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,general,0,0,0
297,Caisse Desjardins de Terrebonne,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
298,Del Sol Greenhouses Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,general,0,0,0
299,WPC GP Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01'),Other,general,0,0,0
300,FirstOntario Credit Union Ltd,ontario.coop,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
301,Delaware Trust Co,delawaretrust.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
302,Pogacar Holdings Ltd,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
303,Clifton Blake Capital Cor,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
304,2221100 Ontario Inc,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Other,general,0,0,0
305,Dash Developments Inc,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Development Company,general,0,0,0
306,The Pentecostal Holiness Church of Canada,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Other,general,0,0,0
307,Mount Pleasant Cemetery (London) Inc,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Other,general,0,0,0
308,2343065 Ontario Ltd,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
309,Learon Ltd,,,2023-10-13 11:00:27,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
310,Hats to Hose Inc,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Other,general,0,0,0
311,1880551 Ontario Ltd,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
312,652761 Ontario Inc,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Other,general,0,0,0
313,Montez Office Fund I Inc,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Other,general,0,0,0
314,Orion Cap Inc,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Other,general,0,0,0
315,The Migo Group Ltd,,,2023-10-13 11:00:29,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
316,538 St Clair Avenue West Ltd,,,2023-10-13 11:00:30,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
317,538 St Clair Aveneu West Ltd,,,2023-10-13 11:00:30,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
318,GC Jain Investments Ltd,,,2023-10-13 11:00:30,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
319,North 404 Holdings Ltd,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
320,1287701 Ontario Inc,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Other,general,0,0,0
321,Scarborough Muslim Associatio,smacanada.ca,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Other,general,0,0,0
322,"Mowbray, Wright Regional Developments Inc",,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Development Company,general,0,0,0
323,Embrun Realty Ltd,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
324,JDRMH Holdings Inc,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
325,Manswood Capital Inc,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
326,9969624 Canada Inc,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Other,general,0,0,0
327,1000324324 Ontario Inc,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Other,general,0,0,0
328,National Rubber Technologies Cor,,,2023-10-13 11:00:32,'2023-10-30 12:43:01'),Other,general,0,0,0
329,2225763 Ontario Inc,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Other,general,0,0,0
330,2494464 Ontario Ltd,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
331,Oak Ridges Seaton Inc,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Other,general,0,0,0
332,1767289 Ontario Inc,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Other,general,0,0,0
333,Grand River Property Management Ltd,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
334,Triple T Holdings Ltd,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
335,Mainstreet Credit Union Ltd,mainstreetcu.org,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
336,Martin A Lieberman Enterprises Inc and 26 other,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Other,general,0,0,0
337,De Vries Family Farms Ltd,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
338,Windy Stream Farms Inc,,,2023-10-13 11:00:33,'2023-10-30 12:43:01'),Other,agricultural,0,0,0
339,2157854 Ontario Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,general,0,0,0
340,Husky Truck Lease Ltd,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
341,MacEwen Petroleum Inc,macewen.ca,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Other,general,0,0,0
342,4Q Bank Note Holdings Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
343,Donker View Farms Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,agricultural,0,0,0
344,Chan Family Holding Inc and 17 other,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,general,0,0,0
345,2452526 Ontario Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,general,0,0,0
346,Sila Investments Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,general,0,0,0
347,B4M Financial Services Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
348,PenFinancial Credit Union Ltd,penfinancial.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
349,1906470 Ontario Inc,,,2023-10-13 11:00:34,'2023-10-30 12:43:01'),Other,general,0,0,0
350,RCMF Mortgage Investments Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
351,Comfort Capital Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
352,TLI Holdings Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
353,Perovich Holdings Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
354,1000568713 Ontario Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,general,0,0,0
355,RC Lakeshore Holdings Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
356,Tobis Investments Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,general,0,0,0
357,Canlend Financing Group Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,general,0,0,0
358,9929916 Canada Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,general,0,0,0
359,Cheapo Bros Ltd,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
360,Sinvestment Holdings Ltd,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
361,RBC Life Insurance Co,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
362,Tag Group Inc,taggroup.co,,2023-12-02 13:34:35,'2023-10-30 12:43:01'),Other,general,0,0,0
363,Woodland Country Estates Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,land,1,0,0
364,Downing Street Financial Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
365,Kahlen Properties Ltd,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
366,Fiirm Capital Mortgage Fund Inc,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
367,The Roman Catholic Episcopal Corporation of Pembroke,,,2023-10-13 11:00:35,'2023-10-30 12:43:01'),Other,general,0,0,0
368,Trinity Woods Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
369,Tek Corporatio,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
370,1319776 Ontario Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
371,Jedburgh Farms Ltd,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
372,DMH Holdings Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
373,2130400 Ontario Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
374,KingSett Canadian Real Estate Income Fund GP Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
375,KingSett Canadian Real Estate Income Fund,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
376,Drost Cattle Inc,,,2023-10-13 11:00:36,'2023-10-30 12:43:01'),Other,general,0,0,0
377,2763161 Ontario Ltd,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
378,Topfar Main Street Inc,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Other,general,0,0,0
379,10411361 Canada Inc,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Other,general,0,0,0
380,The Bank of Montreal,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
381,Peoples Trust Company,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
382,1170 Martingrove Inc,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Other,general,0,0,0
383,First Source Financial Management Inc,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
384,1000213458 Ontario Ltd,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
385,F. Polsinelli Holdings Inc,,,2023-10-13 11:00:37,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
386,Wilmot Creek Developments Inc,,,2023-10-13 11:00:38,'2023-10-30 12:43:01'),Development Company,commercial,0,0,1
387,2103386 Ontario Ltd,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
388,The Basilian Fathers of Toronto,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Other,general,0,0,0
389,Baybridge Seniors Housing (Trustee) Inc,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
390,Seven Star Investments Inc,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Other,general,0,0,0
391,Dominion Packers &amp; Realties Ltd,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
392,Elkranch Land Cor,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Other,land,1,0,0
393,Hi-Line Manufacturing Co Ltd,,,2023-10-13 11:00:39,'2023-10-30 12:43:01'),Major Bank,industrial,0,0,0
394,Bridges Holdings Ltd,,,2023-10-13 11:00:40,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
395,RioCan Mortgage Cor,,,2023-10-13 11:00:40,'2023-10-30 12:43:01'),Other,residential,0,0,0
396,First Commercial Bank,firstcommercialbk.com,,2023-12-02 13:34:35,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
397,Desjardins Financial Security Ltd Assurance Co,,,2023-10-13 11:00:40,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
398,2825277 Ontario Inc,,,2023-10-13 11:00:40,'2023-10-30 12:43:01'),Other,general,0,0,0
399,Arctic Green Holdings Inc,,,2023-10-13 11:00:41,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
400,"Wells Fargo Bank, NA Canadian Branch",,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
401,Avila Investments Ltd,,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
402,Cambridge Aggregate Services Inc,,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Other,general,0,0,0
403,1000054508 Ontario Inc,,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Other,general,0,0,0
404,RBC Investor Services Trust,,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
405,2081788 Ontario Cor,,,2023-10-13 11:00:42,'2023-10-30 12:43:01'),Other,general,0,0,0
406,Jem-D International Inc,adobe.com,,2023-12-02 13:34:35,'2023-10-30 12:43:01'),Other,general,0,0,0
407,2322099 Ontario Inc,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Other,general,0,0,0
408,EE Sunrise Ltd,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
409,Erb-Kumpf House Ltd,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
410,Canadian Western Bank,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
411,Spriet Investments Inc,scinvestments.com.au,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Other,general,0,0,0
412,Ledore Investments Ltd,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
413,Prudent Excellence Mortgage Investment Cor,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
414,Blue Moon Financial Cor,,,2023-10-13 11:00:44,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
415,Dejong Holdings Inc,,,2023-10-13 11:00:45,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
416,1270043 Ontario Ltd,,,2023-10-13 11:00:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
417,Brenner Holdings Inc,,,2023-10-13 11:00:45,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
418,2589315 Ontario Ltd,,,2023-10-13 11:00:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
419,13668 EKP Inc,netdimensions.com,,2023-12-02 13:34:35,'2023-10-30 12:43:01'),Other,general,0,0,0
420,Dorsia Capital Cor,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
421,2200354 Ontario Ltd,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
422,GPA Water Street Investments Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
423,Scan Spill Clean Up Action Network Ltd,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
424,12430291 Canada Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
425,Cruse Enterprises Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
426,370503 Ontario Ltd,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
427,Ruby Q Holdings Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
428,1000165790 Ontario Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
429,Skana Management Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
430,Coast Capital Savings Federfal Credit Unio,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Private Lender,commercial,0,0,1
431,George Roque Wealth Cor,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
432,Wealth One Bank of Canada,wealthonecanada.com,,2023-12-02 13:34:36,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
433,Kagawong Enterprises Inc,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Other,general,0,0,0
434,Citizens Bank of Canada,,,2023-10-13 11:00:47,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
435,Centurion Mortgage Capital Cor,,,2023-10-13 11:00:48,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
436,Hallman Contruction Ltd,,,2023-10-13 11:00:48,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
437,"General Motors Financial of Canada, Ltd",,,2023-10-13 11:00:48,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
438,GCBB Land Holdings Ltd,,,2023-10-13 11:00:48,'2023-10-30 12:43:01'),Major Bank,land,1,0,0
439,2708601 Ontario Inc,,,2023-10-13 11:00:48,'2023-10-30 12:43:01'),Other,general,0,0,0
440,Hour Finance Inc,,,2023-10-13 11:00:49,'2023-10-30 12:43:01'),Other,general,0,0,0
441,Industrial Alliance Insurance and Financial Services Inc,,,2023-10-13 11:00:52,'2023-10-30 12:43:01'),Credit Union,industrial,0,0,0
442,Arca Investments Inc,,,2023-10-13 11:00:52,'2023-10-30 12:43:01'),Other,general,0,0,0
443,"Royal, as administrative agent",,,2023-10-13 11:00:52,'2023-10-30 12:43:01'),Other,general,0,0,0
444,GE Canada Real Estate Financing Holding Co,,,2023-10-13 11:00:52,'2023-10-30 12:43:01'),Other,general,0,0,0
445,Citibank NA,citi.com,,2023-12-02 13:34:36,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
446,The Standard Life Assurance Co of Canada,,,2023-10-13 11:00:52,'2023-10-30 12:43:01'),Insurance Company,general,0,0,0
