(1,'Canal City Realty Limited','Thorold','Niagara S','','','Serge Anthony Carpino','2023-12-20 16:16:14','2023-12-20 16:16:14'),
(202,'Skyland Realty Inc.','Markham','York Region','','','Vera Wei Zhang','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(203,'Skylette Marketing Realty Inc.','Markham','York Region','skylettemarketing.com','','Joey Cho-yee Wong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(204,'Skyline Marketing Realty Inc.','Markham','York Region','skylinerealty.ca','','A Vay Chau','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(205,'Sunlake Realty Inc.','Markham','York Region','','','Peter Sai Hon Wong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(206,'Sunshine Realty Brokerage Inc.','Markham','York Region','','','Jun Yong Zhang','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(207,'Supercity Realty Group Inc.','Markham','York Region','','','Shijie Situ','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(208,'Superstars Realty Ltd.','Markham','York Region','superstarsrealty.com','','Ka Chun Shiu','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(209,'Sw Real Estate Inc.','Markham','York Region','slwong.com','','Samuel Wong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(210,'T2r Properties Inc.','Markham','York Region','t2realty.com','','Christopher Leung','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(211,'Tanco Corporation','Markham','York Region','','','Boh R S Tan','2024-01-31 12:11:50','2023-12-20 16:17:16'),
(212,'Tek Realty Inc.','Markham','York Region','tekrealty.ca','','Haifan Hu','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(213,'The One Realty Inc.','Markham','York Region','','','Meng Zhou','2024-01-29 17:32:34','2023-12-20 16:17:16'),
(214,'Top Assets Realty Inc.','Markham','York Region','topassetsrealty.com','','Lu Yi','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(215,'Tradeworld Realty Inc.','Markham','York Region','tradeworldrealty.com','','','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(216,'Trilement Realty Inc.','Markham','York Region','','','Johnson Yip','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(217,'Tron Realty Inc.','Markham','York Region','','','Meng Dong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(218,'Truecity Realty Inc.','Markham','York Region','','','Cathy Hong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(219,'Trustwell Realty Inc','Markham','York Region','trustwell.ca','','','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(220,'Turnquest Realty Services Inc.','Markham','York Region','turnquest.ca','','','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(221,'Urban Homes Realty Inc.','Markham','York Region','kotlyar.ca','','Filipp Kotlyar','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(222,'Vip Realty Group Inc.','Markham','York Region','','','Lihuang Xie','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(223,'Wanthome Realty Inc.','Markham','York Region','','','Xiaobin Wan','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(224,'Wealthpower Real Estate Inc.','Markham','York Region','','','Jie Wang','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(225,'Wehome Realty Inc.','Markham','York Region','wehomerealty.ca','','Fei Duan','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(226,'Willco Realty Ltd','Markham','York Region','','','Christopher Wong','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(227,'Winland Real Estate Services Inc.','Markham','York Region','','','Albert C. H. Cheung','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(228,'Winmax Realty Inc.','Markham','York Region','','','Kitty Tseung','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(229,'Woodsview Realty Inc.','Markham','York Region','woodsviewrealty.com','','Anthony K Azan','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(230,'Wrenwood Realty Inc.','Markham','York Region','','','Demetre Politis','2023-12-20 16:17:16','2023-12-20 16:17:16'),
(231,'Yifan Hu','Markham','York Region','','','Yifan Hu','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(232,'Yl Realty Inc.','Markham','York Region','','','Wen Hsiung Lee','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(233,'Your Community Realty Inc.','Markham','York Region','royallepage.ca','','','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(234,'Your Home Sold Guaranteed Realty Group Inc.','Markham','York Region','','','Faranak Dibaei Irani','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(235,'Your Home Sold Guaranteed Realty Team Pris Han Corp.','Markham','York Region','','','Youling Han','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(236,'Your Home Sold Guaranteed Realty Timsold Inc.','Markham','York Region','timsold.com','','Beatrice Ho','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(237,'Yourcondos Realty Inc.','Markham','York Region','','','Yi-bin Zhao','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(238,'Zillow (canada) Inc.','Markham','York Region','zillowgroup.com','','Kenneth Leandre Laroza','2023-12-20 16:17:17','2023-12-20 16:17:17'),
(239,'Associates Realty Solutions Inc.','Orangeville','Dufferin County','kw.com','','','2023-12-20 16:20:32','2023-12-20 16:20:32'),
(240,'Bask Realty Inc.','Orangeville','Dufferin County','','','Boris Dimovski','2023-12-20 16:20:32','2023-12-20 16:20:32'),
(241,'Century 21 Millennium Inc.','Orangeville','Dufferin County','c21m.ca','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(242,'Cornerstone Realty Inc','Orangeville','Dufferin County','','','Jason Shane Haist','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(243,'Exp Realty Of Canada Inc','Orangeville','Dufferin County','exprealty.net','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(244,'I Find Realty Inc.','Orangeville','Dufferin County','','','Antonino Canali','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(245,'Ipro Realty Ltd','Orangeville','Dufferin County','iprorealty.com','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(246,'Rcr Realty Inc.','Orangeville','Dufferin County','royallepage.ca','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(247,'Re/max Real Estate Centre Inc.','Orangeville','Dufferin County','remaxcentre.ca','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(248,'Ronan Realty Ltd.','Orangeville','Dufferin County','ronanrealty.com','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(249,'Save Max Supreme Real Estate Inc.','Orangeville','Dufferin County','savemax.ca','','','2023-12-20 16:20:33','2023-12-20 16:20:33'),
(250,'Alliance Realty Inc.','East Gwillimbury','','','','Roberta Enes','2023-12-20 16:38:22','2023-12-20 16:38:22'),
(251,'Keystar Realty Inc.','East Gwillimbury','','','','Iouri Chestopalov','2023-12-20 16:38:22','2023-12-20 16:38:22'),
(252,'Nan\'s Realty Inc.','East Gwillimbury','','','','Mian Nan','2023-12-20 16:38:22','2023-12-20 16:38:22'),
(253,'Urbanlife Realty Inc.','East Gwillimbury','','urbanliferealty.com','','','2023-12-20 16:38:22','2023-12-20 16:38:22'),
(254,'All Cdn Real Estate Ltd.','Erin','Wellington','','','Chris Othman Guermoudi','2023-12-20 16:38:22','2023-12-20 16:38:22'),
(255,'Mcenery Real Estate Inc.','Erin','Wellington','','','John T Cook','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(256,'Meadowtowne Realty Inc.','Erin','Wellington','royallepage.ca','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(257,'Re/max Real Estate Centre Inc.','Erin','Wellington','remaxcentre.ca','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(258,'Xceed Realty Inc','Erin','Wellington','','','Joseph Kolenc','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(259,'1868843 Ontario Inc.','Ajax','Durham Region','','','Anne-marie Nielsen','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(260,'Achievers Real Estate Ltd','Ajax','Durham Region','lakeridge.ca','','Robert P Oldman','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(261,'All-purpose Realty Services Inc.','Ajax','Durham Region','all-purposerealty.com','','Cathy Lewis','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(262,'Aries Realty Inc.','Ajax','Durham Region','','','Edith Brown','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(263,'Black Star Realty Corp.','Ajax','Durham Region','','','Kiangala Lumbu','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(264,'Boulevard Homes Real Estate Limited','Ajax','Durham Region','','','Nikhil Bhardwaj','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(265,'Central Real Estate Corporation','Ajax','Durham Region','centralrealestatecorp.com','','Harold Mitchell Green','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(266,'Century 21 Innovative Realty Inc.','Ajax','Durham Region','century21.ca','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(267,'Century 21 Percy Fulton Ltd','Ajax','Durham Region','','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(268,'Connect Realty Inc.','Ajax','Durham Region','royallepage.ca','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(269,'Cppi Realty Inc.','Ajax','Durham Region','cppirealty.com','','Michael K. Poon','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(270,'Equity One Real Estate Inc.','Ajax','Durham Region','eore.ca','','','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(271,'Green Cloud Realty Incorporated','Ajax','Durham Region','greencloudrealty.com','','Natasha Green','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(272,'Lebel Real Estate Inc.','Ajax','Durham Region','','','Steven Lebel','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(273,'Min Com New Choice Realty Ltd.','Ajax','Durham Region','mincomrealty.ca','','Judith R Stacee-cleaver','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(274,'Mincom Peoples Choice Realty Inc','Ajax','Durham Region','','','David Joseph','2024-01-31 12:11:50','2023-12-20 16:38:23'),
(275,'Net More Real Estate Inc.','Ajax','Durham Region','morerealestate.ca','','Mena Bishay','2023-12-20 16:38:23','2023-12-20 16:38:23'),
(276,'Re/max Community Realty Inc.','Ajax','Durham Region','remaxcommunity.ca','','','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(277,'Re/max Hallmark First Group Realty Ltd.','Ajax','Durham Region','remaxhallmark.com','','','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(278,'Re/max Rouge River Realty Ltd.','Ajax','Durham Region','remaxrougeriver.com','','','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(279,'Real Pro Realty Inc.','Ajax','Durham Region','','','Peter Chew','2024-01-31 12:11:50','2023-12-20 16:38:24'),
(280,'Royal Properties Realty Ltd.','Ajax','Durham Region','remaxroyal.ca','','Renuka Selvakumar','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(281,'Rstm Realty Inc.','Ajax','Durham Region','','','Robert Makkar','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(282,'Sail Realty Ltd.','Ajax','Durham Region','','','Mark Andrew Alphonso','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(283,'Square Yards Real Estate Inc.','Ajax','Durham Region','squareyards.com','','','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(284,'Sutton Group Heritage Realty Inc.','Ajax','Durham Region','sutton.com','','Rosalind A. Menary','2023-12-20 16:38:24','2023-12-20 16:38:24'),
(285,'Binder Real Estate Inc.','Amherstburg','Essex County','royallepagebinder.com','','','2023-12-20 16:38:30','2023-12-20 16:38:30'),
(286,'Bob Pedler Real Estate Limited','Amherstburg','Essex County','pedlerrealestate.com','','','2023-12-20 16:38:30','2023-12-20 16:38:30'),
(287,'Buckingham Realty (windsor) Ltd','Amherstburg','Essex County','buckinghamrealty.ca','','','2023-12-20 16:38:30','2023-12-20 16:38:30'),
(288,'Capital I Realty Ltd.','Amherstburg','Essex County','','','Kamal Duggal','2024-01-31 12:27:23','2023-12-20 16:38:30'),
(289,'Re/max Preferred Realty Ltd.','Amherstburg','Essex County','glenmuir.ca','','','2023-12-20 16:38:30','2023-12-20 16:38:30'),
(290,'The Dan Gemus Real Estate Team Ltd.','Amherstburg','Essex County','dangemus.com','','Daniel Patrick Gemus','2023-12-20 16:38:30','2023-12-20 16:38:30'),
(291,'6side Realty Inc.','Aurora','York Region','','','Annunziato Papa','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(292,'Affiliate Realty Inc.','Aurora','York Region','','','Victor Santhiapillai','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(293,'Angeliston Realty Trust Inc.','Aurora','York Region','','','Shuo Wang','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(294,'Approved Realty Ltd.','Aurora','York Region','serbinski.com','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(295,'Best Union Realty Inc.','Aurora','York Region','bestunionrealty.com','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(296,'Century 21 - Leading Edge Realty Inc.','Aurora','York Region','century21.ca','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(297,'Century 21 B. J. Roth Realty Ltd','Aurora','York Region','century21.ca','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(298,'Empire Realty Centres Inc.','Aurora','York Region','kwrealtycentres.com','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(299,'Fairmont Realty Ltd','Aurora','York Region','fairmontproperties.ca','','John Howard Emery','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(300,'Forest Hill Real Estate Inc','Aurora','York Region','foresthillaurora.com','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(301,'Home @ Last Realty Brokerage Ltd.','Aurora','York Region','','','Mike Palmieri','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(302,'J.j. Barron And Associates Realty Inc','Aurora','York Region','','','John James Barron','2024-01-29 17:31:45','2023-12-20 16:38:31'),
(303,'Lucais Corp.','Aurora','York Region','lucais.com','','Lucais Shepherd','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(304,'N. S. Smith Real Estate Ltd.','Aurora','York Region','smithrealestate.ca','','Norman S Smith','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(305,'Peaceland Realty Group Inc.','Aurora','York Region','','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(306,'Re/max Hallmark York Group Realty Ltd.','Aurora','York Region','remaxhallmark.com','','Barbara Brindle','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(307,'Rowland Realty Ltd.','Aurora','York Region','','','Christopher Isles Rowland','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(308,'Royal Dynasty Real Estate Ltd.','Aurora','York Region','','','Eduard Fitingof','2024-01-31 12:11:50','2023-12-20 16:38:31'),
(309,'Smartlist Realty Network Inc.','Aurora','York Region','','','Garry Robert Glidden','2024-01-31 12:11:50','2023-12-20 16:38:31'),
(310,'Snu Group Inc.','Aurora','York Region','','','Ming Jin','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(311,'Tesa Real Estate Inc.','Aurora','York Region','tesarealestate.com','','Afshin Nabavi','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(312,'The Lind Realty Team Inc.','Aurora','York Region','lindrealty.ca','','Lenard Herbert Lind','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(313,'Urban Reform Realty Inc.','Aurora','York Region','urbanreformrealty.com','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(314,'York National Realty Inc.','Aurora','York Region','yorknational.com','','Farid Ameryoun','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(315,'Your Community Realty Inc.','Aurora','York Region','','','','2023-12-20 16:38:31','2023-12-20 16:38:31'),
(316,'Your Home Sold Guaranteed Realty Specialists Inc.','Aurora','York Region','','','Mauro Bucci','2024-01-31 12:11:50','2023-12-20 16:38:31'),
(317,'1000085532 Ontario Inc.','Barrie','Simcoe County','rightathomerealty.com','','','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(318,'12396467 Canada Inc.','Barrie','Simcoe County','painteddoor.ca','','Kraig Edward Schwartz','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(319,'2341652 Ontario Limited','Barrie','Simcoe County','kw.com','','','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(320,'2689788 Ontario Inc.','Barrie','Simcoe County','','','Ramin Kouladji','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(321,'Arlington Commercial Properties Inc.','Barrie','Simcoe County','arlingtoncommercial.ca','','Arlette P. Utton','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(322,'Brimstone Realty Brokerage Inc.','Barrie','Simcoe County','brimstonerealty.ca','','','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(323,'Burgess Realty Partners Ltd.','Barrie','Simcoe County','','','David A Burgess','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(324,'Callhome Realty Network Inc.','Barrie','Simcoe County','callhomerealty.org','','Shirley Elizabeth Near','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(325,'Century 21 B. J. Roth Realty Ltd','Barrie','Simcoe County','century21.ca','','Tamara Dawn Perlic','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(326,'Chestnut Park Real Estate Limited','Barrie','Simcoe County','chestnutpark.com','','','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(327,'Ed Lowe Limited','Barrie','Simcoe County','edlowerealestate.com','','Catherine A. Lowe','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(328,'Exp Realty Of Canada Inc','Barrie','Simcoe County','exprealty.net','','','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(329,'First Choice Realty Ontario Ltd.','Barrie','Simcoe County','','','Victoria Kathleen Meadows','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(330,'First Contact Realty Ltd.','Barrie','Simcoe County','royallepage.ca','','Barbara Gail Frueh','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(331,'Gregory A. Viau Real Estate Ltd.','Barrie','Simcoe County','','','Gregory A Viau','2023-12-20 16:38:32','2023-12-20 16:38:32'),
(332,'H Knox Realty Services Inc.','Barrie','Simcoe County','','','Heather Lynne Knox','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(333,'Hassey Realty Corp','Barrie','Simcoe County','hasseyrealty.com','','Colin Hassey','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(334,'Hightree Realty Inc. Brokerage','Barrie','Simcoe County','hightreerealty.com','','Pat H Nivera Hogeboom-nivera','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(335,'Hilton Realty Corp','Barrie','Simcoe County','','','Sandra Knight','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(336,'Home Choice Realty Inc.','Barrie','Simcoe County','','','Mazher Ali Talpur','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(337,'Homelife All Points Realty Inc.','Barrie','Simcoe County','homelifeallpointsrealty.ca','','Julia Stanford','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(338,'Homelife Nu-key Realty Ltd.','Barrie','Simcoe County','','','Michael J Mifsud','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(339,'Housesigma Inc.','Barrie','Simcoe County','housesigma.com','','','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(340,'Jrb Group Realty Inc.','Barrie','Simcoe County','thejrbgroup.ca','','','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(341,'Lillian Wilkinson','Barrie','Simcoe County','','','','2023-12-20 16:38:33','2023-12-20 16:38:33'),
(342,'Maven Commercial Real Estate Inc.','Barrie','Simcoe County','mavencommercial.ca','','Stephanie Lynn Maye','2023-12-20 16:38:33','2023-12-20 16:38:33'),
